Drug ID,Drug Name,Discription
DB00945,Acetylsalicylic acid,"Also known as _Aspirin_, acetylsalicylic acid (ASA) is a commonly used drug for the treatment of pain and fever due to various causes. Acetylsalicylic acid has both anti-inflammatory and antipyretic effects.  This drug also inhibits platelet aggregation and is used in the prevention of blood clots stroke, and myocardial infarction (MI) [FDA label].  ;;;;"
DB00946,Phenprocoumon,Coumarin derivative that acts as a long-acting oral anticoagulant.;;;;
DB00947,Fulvestrant,"Fulvestrant is a drug treatment of hormone receptor (HR)-positive metastatic breast cancer in post-menopausal women with disease progression following anti-estrogen therapy. It is an estrogen receptor antagonist with no agonist effects, which works both by down-regulating and by degrading the estrogen receptor. While it is used as monotherapy for the treatment of breast cancers, it is also used in combination with [alpelisib] for the treatment of HR-positive, human epidermal growth factor receptor 2 (HER2)-negative, PIK3CA-mutated, advanced or metastatic breast cancer;;;;"
DB00948,Mezlocillin,"Semisynthetic ampicillin-derived acylureido penicillin. It has been proposed for infections with certain anaerobes and may be useful in inner ear, bile, and CNS infections.;;;;"
DB00949,Felbamate,"Felbamate is an anticonvulsant drug used in the treatment of epilepsy. In particular, in the adult patient population, it can be employed to treat partial seizures (with and without generalization). Alternatively, it is used to treat partial and generalized seizures associated with Lennox-Gastaut syndrome in children. It has a weak inhibitory effect on GABA receptor binding sites.;;;;"
DB00950,Fexofenadine,"Fexofenadine is an over-the-counter second-generation antihistamine used in the treatment of various allergic symptoms.[L4269] It is selective for the H<sub>1</sub> receptor, carries little-to-no activity at off-targets, and does not cross the blood-brain barrier[L10779] - this is in contrast to previous first-generation antihistamines, such as [diphenhydramine], which readily bind to off-targets that contribute to side effects such as sedation.[A1452] Fexofenadine is the major active metabolite of [terfenadine][A1495] and is administered as a racemic mixture in which both enantiomers display approximately equivalent antihistamine activity.[L10779];;;;"
DB00951,Isoniazid,Antibacterial agent used primarily as a tuberculostatic. It remains the treatment of choice for tuberculosis.;;;;
DB00952,Naratriptan,Naratriptan is a triptan drug that is selective for the 5-hydroxytryptamine1 receptor subtype. It is typically used for the treatment of migraine headaches.;;;;
DB00953,Rizatriptan,Rizatriptan is a triptan drug used for the treatment of migraine headaches. It is a selective 5-hydroxytryptamine1 receptor subtype agonist.;;;;
DB00954,Dirithromycin,"Dirithromycin is a macrolide glycopeptide antibiotic used to treat many different types of bacterial infections, such as bronchitis, pneumonia, tonsillitis, and even skin infections.;;;;"
DB00955,Netilmicin,"Netilmicin is a semisynthetic 1-N-ethyl derivative of sisomycin, an aminoglycoside antibiotic with action similar to gentamicin, but less ear and kidney toxicity. Netilmicin inhibits protein synthesis in susceptible organisms by binding to the bacterial 30S ribosomal subunit and interfering with mRNA binding and the acceptor tRNA site. The bactericidal effect of netilmiicin is not fully understood.;;;;"
DB00956,Hydrocodone,"Hydrocodone is a synthetic opioid derivative of codeine.[T116] It is commonly used in combination with [acetaminophen] to control moderate to severe pain. Historically, hydrocodone has been used as a cough suppressant although this has largely been replaced by [dextromethorphan] in current cough and cold formulations. Hydrocodone's more potent metabolite, [hydromorphone] has also found wide use as an analgesic and is frequently used in cases of severe pain. The FDA first approved Hydrocodone for use as part of the cough suppressant syrup Hycodan in March of 1943.[L9025];;;;"
DB00957,Norgestimate,"Norgestimate was first described in the literature in 1977.[A191068] It was developed by Ortho Pharmaceutical Corporation as part of an effort to develop new hormonal contraceptives with reduced adverse effects.[A191068] It is commonly formulated with [ethinylestradiol] as a combined oral contraceptive that can also be used to treat moderate acne vulgaris.[L11845,L11848];;;;"
DB00958,Carboplatin,"Carboplatin is an organoplatinum antineoplastic alkylating agent used in the treatment of advanced ovarian carcinoma.[L32253] Early clinical studies of carboplatin were performed in 1982.[A230523] Carboplatin was developed as an analog of [cisplatin] with reduced nephrotoxicity and vomiting.[A230463,A230523];;;;"
DB00959,Methylprednisolone,"Methylprednisolone is a [prednisolone] derivative glucocorticoid with higher potency than [prednisone].[A188811] It was first described in the literature in the late 1950s.[A188811,A188814];;;;"
DB00960,Pindolol,"Pindolol is a first generation non-selective beta blocker used in the treatment of hypertension.[L32353] Early research into the use of pindolol found it had chronotropic effects, and so further investigation focused on the treatment of arrhythmia.[A231059] Research into pindolol's use in the treatment of hypertension began in the early 1970s.[A231064];;;;"
DB00961,Mepivacaine,"A local anesthetic that is chemically related to bupivacaine but pharmacologically related to lidocaine. It is indicated for infiltration, nerve block, and epidural anesthesia. Mepivacaine is effective topically only in large doses and therefore should not be used by this route. (From AMA Drug Evaluations, 1994, p168);;;;"
DB00962,Zaleplon,"Zaleplon is a sedative/hypnotic, mainly used for insomnia. It is known as a nonbenzodiazepine hypnotic. Zaleplon interacts with the GABA receptor complex and shares some of the pharmacological properties of the benzodiazepines. Zaleplon is a schedule IV drug in the United States.;;;;"
DB00963,Bromfenac,"Bromfenac is a nonsteroidal anti-inflammatory drug (NSAID) for ophthalmic use. Ophthalmic NSAIDs are becoming a cornerstone for the management of ocular pain and inflammation. Their well-characterized anti-inflammatory activity, analgesic property, and established safety record have also made NSAIDs an important tool for optimizing surgical outcomes. Non-ophthalmic formulations of bromfenac were withdrawn in the US in 1998 due to cases of severe liver toxicity.[L43942,T239];;;;"
DB00964,Apraclonidine,"Apraclonidine, also known as iopidine, is a sympathomimetic used in glaucoma therapy. It is an alpha2-adrenergic agonist.;;;;"
DB00965,Ethiodized oil,"Ethiodized oil is used by injection as a radio-opaque contrast agent. The composition of the oil is comprised of iodine combined with ethyl esters of fatty acids of poppyseed oil. And although these esters are primarily as ethyl monoiodostearate and ethyl diiodostearate, the actual, specific structure is unknown.;;;;"
DB00966,Telmisartan,"Telmisartan is an angiotensin II receptor antagonist (ARB) used in the management of hypertension. Generally, angiotensin II receptor blockers (ARBs) such as telmisartan bind to the angiotensin II type 1 (AT1) receptors with high affinity, causing inhibition of the action of angiotensin II on vascular smooth muscle, ultimately leading to a reduction in arterial blood pressure. Recent studies suggest that telmisartan may also have PPAR-gamma agonistic properties that could potentially confer beneficial metabolic effects.;;;;"
DB00967,Desloratadine,"Desloratadine is a second generation, tricyclic antihistamine that which has a selective and peripheral H1-antagonist action. It is the active descarboethoxy metabolite of loratidine (a second generation histamine). Desloratidine has a long-lasting effect and does not cause drowsiness because it does not readily enter the central nervous system.;;;;"
DB00968,Methyldopa,"Methyldopa, or α-methyldopa, is a centrally acting sympatholytic agent and an antihypertensive agent.[A231784] It is an analog of DOPA (3,4‐hydroxyphenylanine), and it is a prodrug, meaning that the drug requires biotransformation to an active metabolite for therapeutic effects. Methyldopa works by binding to alpha(α)-2 adrenergic receptors as an agonist, leading to the inhibition of adrenergic neuronal outflow and reduction of vasoconstrictor adrenergic signals.[A1499] Methyldopa exists in two isomers D-α-methyldopa and L-α-methyldopa, which is the active form.[A232224];;;;"
DB00969,Alosetron,"Alosetron is a 5-HT3 antagonist used only for the management of severe diarrhoea-predominant irritable bowel syndrome (IBS) in women. Alosetron has an antagonist action on the 5-HT3 receptors and thus may modulate serotonin-sensitive gastrointestinal (GI) processes. Alosetron was voluntarily withdrawn from the US market in November 2000 by the manufacturer due to numerous reports of severe adverse effects including ischemic colitis, severely obstructed or ruptured bowel, and death. In June 2002, the FDA approved a supplemental new drug application allowing the remarketing of the drug under restricted conditions of use.;;;;"
